"teams.Attack","teams.Defence","teams.beta","home"
"Arsenal",0,0.501800750249772,1.46666666666667,0.291542944295171
"Aston Villa",-0.516788001996238,-0.468915955819697,1.46666666666667,0.291542944295171
"Chelsea",0.138840513498272,0.280910345916163,1.46666666666667,0.291542944295171
"Everton",0.038880584948542,0.0543050398816547,1.46666666666667,0.291542944295171
"Fulham",0.359300209921288,-0.585314226292831,1.46666666666667,0.291542944295171
"Liverpool",0.176554961036238,-0.829406552391919,1.46666666666667,0.291542944295171
"Man City",-0.0261669713962997,-0.14706021447992,1.46666666666667,0.291542944295171
"Man United",0.0986590816028104,-0.184549433891188,1.46666666666667,0.291542944295171
"Newcastle",-0.331666309494868,-0.26044039528194,1.46666666666667,0.291542944295171
"Norwich",-0.920900987039533,-0.768504714547841,1.46666666666667,0.291542944295171
"QPR",-0.904723788759658,-0.754298375655369,1.46666666666667,0.291542944295171
"Reading",-0.0399306264202931,-0.853374242660137,1.46666666666667,0.291542944295171
"Southampton",0.154961690577674,-1.05330071298161,1.46666666666667,0.291542944295171
"Stoke",-0.490532139378094,0.305328663015808,1.46666666666667,0.291542944295171
"Sunderland",-0.562498232300668,0.327728705961636,1.46666666666667,0.291542944295171
"Swansea",0.230364081308802,-0.7248802840883,1.46666666666667,0.291542944295171
"Tottenham",-0.0454142279228829,-0.436364344826341,1.46666666666667,0.291542944295171
"West Brom",-0.439752003265681,0.362995059590161,1.46666666666667,0.291542944295171
"West Ham",-0.526771729010349,0.0692165503866371,1.46666666666667,0.291542944295171
"Wigan",-0.608750561576097,-0.452508432415196,1.46666666666667,0.291542944295171
