"teams.Attack","teams.Defence","teams.beta","home"
"Arsenal",0,0.850551010699616,1.21666666666667,-0.074874981825164
"Aston Villa",0.182391929212788,0.0883488641348088,1.21666666666667,-0.074874981825164
"Bournemouth",0.324671444255462,0.14921491731242,1.21666666666667,-0.074874981825164
"Chelsea",1.33156401429247,-0.140770440410992,1.21666666666667,-0.074874981825164
"Crystal Palace",0.666255865322838,0.481793312930995,1.21666666666667,-0.074874981825164
"Everton",0.894590108930891,0.917916350807481,1.21666666666667,-0.074874981825164
"Leicester",0.876138129029473,0.0204707146728182,1.21666666666667,-0.074874981825164
"Liverpool",-0.229887230410949,0.437332543865777,1.21666666666667,-0.074874981825164
"Man City",1.17128110457104,1.93930386438712,1.21666666666667,-0.074874981825164
"Man United",0.851343138278606,0.282302314980559,1.21666666666667,-0.074874981825164
"Newcastle",-0.170476839874478,0.220740593024829,1.21666666666667,-0.074874981825164
"Norwich",0.493846292805949,-0.201845617305201,1.21666666666667,-0.074874981825164
"Southampton",0.565029698341609,0.181203490794239,1.21666666666667,-0.074874981825164
"Stoke",0.234512069447525,-0.197713484110407,1.21666666666667,-0.074874981825164
"Sunderland",0.26346151868824,-0.411704646796408,1.21666666666667,-0.074874981825164
"Swansea",0.342339555589424,0.869363390593319,1.21666666666667,-0.074874981825164
"Tottenham",-0.0615709462267265,1.03560462730422,1.21666666666667,-0.074874981825164
"Watford",0.528026356795416,0.701305212637492,1.21666666666667,-0.074874981825164
"West Brom",-0.140982593041599,0.744508779330736,1.21666666666667,-0.074874981825164
"West Ham",1.26499873884434,0.282704630900651,1.21666666666667,-0.074874981825164
